_id,Title,Abstract,Type,Access,Date,Year,Month,MonthName,Day,DOI,Publisher,Authors,Locations[0],Locations[1],Locations[2],Locations[3],Locations[4],Locations[5],Locations[6],Locations[7],Locations[8],Locations[9],Locations[10],Locations[11],Universities,Countries
657ba0014516f0107ace6e62,A Method to Analyze Multiple Social Identities in Twitter Bios,"Twitter users signal social identity in their profile descriptions, or bios, in a number of important but complex ways that are not well-captured by existing characterizations of how identity is expressed in language. Better ways of defining and measuring these expressions may therefore be useful both in understanding how social identity is expressed in text, and how the self is presented on Twitter. To this end, the present work makes three contributions. First, using qualitative methods, we identify and define the concept of a personal identifier, which is more representative of the ways in which identity is signaled in Twitter bios. Second, we propose a method to extract all personal identifiers expressed in a given bio. Finally, we present a series of validation analyses that explore the strengths and limitations of our proposed method. Our work opens up exciting new opportunities at the intersection between the social psychological study of social identity and the study of how we compose the self through markers of identity on Twitter and in social media more generally.",RESEARCH-ARTICLE,,18 October 2021,2021,10,October,18,https://doi.org/10.1145/3479502,Proceedings of the ACM on Human-Computer Interaction,Navid Madani;Kenneth Joseph;Arjunil Pathak,"University at Buffalo, Buffalo, NY, USA","University at Buffalo, Buffalo, NY, USA","University at Buffalo, Buffalo, NY, USA",,,,,,,,,, Buffalo;University at Buffalo, USA
657ba0014516f0107ace6e63,Fast Approximate Score Computation on Large-Scale Distributed Data for Learning Multinomial Bayesian Networks,"In this article, we focus on the problem of learning a Bayesian network over distributed data stored in a commodity cluster. Specifically, we address the challenge of computing the scoring function over distributed data in an efficient and scalable manner, which is a fundamental task during learning. While exact score computation can be done using the MapReduce-style computation, our goal is to compute approximate scores much faster with probabilistic error bounds and in a scalable manner. We propose a novel approach, which is designed to achieve the following: (a) decentralized score computation using the principle of gossiping; (b) lower resource consumption via a probabilistic approach for maintaining scores using the properties of a Markov chain; and (c) effective distribution of tasks during score computation (on large datasets) by synergistically combining well-known hashing techniques. We conduct theoretical analysis of our approach in terms of convergence speed of the statistics required for score computation, and memory and network bandwidth consumption. We also discuss how our approach is capable of efficiently recomputing scores when new data are available. We conducted a comprehensive evaluation of our approach and compared with the MapReduce-style computation using datasets of different characteristics on a 16-node cluster. When the MapReduce-style computation provided exact statistics for score computation, it was nearly 10 times slower than our approach. Although it ran faster on randomly sampled datasets than on the entire datasets, it performed worse than our approach in terms of accuracy. Our approach achieved high accuracy (below 6% average relative error) in estimating the statistics for approximate score computation on all the tested datasets. In conclusion, it provides a feasible tradeoff between computation time and accuracy for fast approximate score computation on large-scale distributed data.",RESEARCH-ARTICLE,PUBLIC ACCESS,13 March 2019,2019,3,March,13,https://doi.org/10.1145/3301304,ACM Transactions on Knowledge Discovery from Data,Charles Kamhoua;Praveen Rao;Kobus Barnard;Anas Katib,"University of Missouri-Kansas City, MO","University of Missouri-Kansas City, MO","University of Arizona, Tucson, AZ","Army Research Lab, Adelphi, MD",,,,,,,,,University of Missouri-Kansas City;Army Research Lab; MO; Adelphi; Tucson;University of Arizona, MD; AZ; MO
657ba0014516f0107ace6e64,Distributed Protocols for Leader Election: A Game-Theoretic Perspective,"We do a game-theoretic analysis of leader election, under the assumption that each agent prefers to have some leader than no leader at all. We show that it is possible to obtain a fair Nash equilibrium, where each agent has an equal probability of being elected leader, in a completely connected network, in a bidirectional ring, and a unidirectional ring, in the synchronous setting. In the asynchronous setting, Nash equilibrium is not quite the right solution concept. Rather, we must consider ex post Nash equilibrium; this means that we have a Nash equilibrium no matter what a scheduling adversary does. We show that ex post Nash equilibrium is attainable in the asynchronous setting in all the networks we consider, using a protocol with bounded running time. However, in the asynchronous setting, we require that n > 2. We show that we can get a fair ex post ϵ-Nash equilibrium if n=2 in the asynchronous setting under some cryptographic assumptions (specifically, the existence of a one-way functions), using a commitment protocol. We then generalize these results to a setting where we can have deviations by a coalition of size k. In this case, we can get what we call a fair k-resilient equilibrium in a completely connected network if n> 2k; under the same cryptographic assumptions, we can a get a k-resilient equilibrium in a completely connected network, unidirectional ring, or bidirectional ring if n > k. Finally, we show that under minimal assumptions, not only do our protocols give a Nash equilibrium, they also give a sequential equilibrium, so players even play optimally off the equilibrium path.",RESEARCH-ARTICLE,PUBLIC ACCESS,14 February 2019,2019,2,February,14,https://doi.org/10.1145/3303712,ACM Transactions on Economics and Computation,Joseph Y. Halpern;Danny Dolev;Ittai Abraham,"VMWARE Research, Herliya, Israel","The Hebrew University of Jerusalem, Jerusalem, Israel","Cornell University, NY, USA",,,,,,,,,, Jerusalem;Cornell University; NY; Herliya;The Hebrew University of Jerusalem;VMWARE Research, Israel; USA
657ba0014516f0107ace6e65,A Guideline on Pseudorandom Number Generation (PRNG) in the IoT,"Random numbers are an essential input to many functions on the Internet of Things (IoT). Common use cases of randomness range from low-level packet transmission to advanced algorithms of artificial intelligence as well as security and trust, which heavily rely on unpredictable random sources. In the constrained IoT, though, unpredictable random sources are a challenging desire due to limited resources, deterministic real-time operations, and frequent lack of a user interface.",RESEARCH-ARTICLE,,13 July 2021,2021,7,July,13,https://doi.org/10.1145/3453159,ACM Computing Surveys,Thomas C. Schmidt;Matthias Wählisch;Peter Kietzmann,"HAW Hamburg, Germany","HAW Hamburg, Germany","Freie Universität Berlin, Germany",,,,,,,,,,HAW Hamburg; Germany;Freie Universität Berlin, Germany
657ba0014516f0107ace6e66,Decentralised Learning in Federated Deployment Environments: A System-Level Survey,"Decentralised learning is attracting more and more interest because it embodies the principles of data minimisation and focused data collection, while favouring the transparency of purpose specification (i.e., the objective for which a model is built). Cloud-centric-only processing and deep learning are no longer strict necessities to train high-fidelity models; edge devices can actively participate in the decentralised learning process by exchanging meta-level information in place of raw data, thus paving the way for better privacy guarantees. In addition, these new possibilities can relieve the network backbone from unnecessary data transfer and allow it to meet strict low-latency requirements by leveraging on-device model inference. This survey provides a detailed and up-to-date overview of the most recent contributions available in the state-of-the-art decentralised learning literature. In particular, it originally provides the reader audience with a clear presentation of the peculiarities of federated settings, with a novel taxonomy of decentralised learning approaches, and with a detailed description of the most relevant and specific system-level contributions of the surveyed solutions for privacy, communication efficiency, non-IIDness, device heterogeneity, and poisoning defense.",RESEARCH-ARTICLE,,11 February 2021,2021,2,February,11,https://doi.org/10.1145/3429252,ACM Computing Surveys,Paolo Bellavista;Alessio Mora;Luca Foschini,"University of Bologna, Italy","University of Bologna, Italy","University of Bologna, Italy",,,,,,,,,,University of Bologna; Italy, Italy
657ba0014516f0107ace6e67,Theoretical and Practical Approaches to the Denotational Semantics for MDESL based on UTP,"The hardware description language Verilog has been standardized and widely used in industry. Multithreaded Discrete Event Simulation Language (MDESL) is a Verilog-like language and it contains a rich variety of interesting features such as the event-driven computation and shared-variable concurrency as well as the realtime feature. In this paper, we present the denotational semantics for MDESL based on UTP. First a discrete time semantic model is proposed to describe the observation-oriented semantics for MDESL. The observations record the change of variables of atomic actions over time. Then the healthy formulae are defined to denote all different behaviors of programs and the semantics of programs is expressed in terms of healthy formulae. In addition, we demonstrate some interesting properties about the MDESL programs expressing as algebraic laws and their proofs are supported by our formalized denotational semantics. Our theoretical approach is complemented by a practical one, we use the theorem proof assistant Coq to formalize the UTP-based semantics for MDESL. The correctness of the algebraic laws is also verified via the mechanical approach in Coq. Our work provides a novel way to verify the correctness of UTP-based semantics forMDESL both in a theoretical approach and in a practical approach. It is also a new attempt for the application of Coq in the mechanized semantics.",RESEARCH-ARTICLE,FREE ACCESS,01 July 2020,2020,7,July,1,https://doi.org/10.1007/s00165-020-00513-4,Formal Aspects of Computing,Huibiao Zhu;Feng Sheng;Jonathan P. Bowen;Jifeng He;Zongyuan Yang,"Shanghai Key Laboratory of Trustworthy Computing, East China Normal University, 200062, Shanghai, China","Shanghai Key Laboratory of Trustworthy Computing, East China Normal University, 200062, Shanghai, China","Shanghai Key Laboratory of Trustworthy Computing, East China Normal University, 200062, Shanghai, China","Shanghai Key Laboratory of Trustworthy Computing, East China Normal University, 200062, Shanghai, China","London South Bank University, London, UK",,,,,,,,Shanghai Key Laboratory of Trustworthy Computing;London South Bank University; East China Normal University; London, China; UK
657ba0014516f0107ace6e68,Moneywork: Practices of Use and Social Interaction around Digital and Analog Money,"The emergence of various forms of digital money and innovative digital financial services allows stores of value to be created, held, moved, measured, and exchanged in novel ways. Yet the success of these new forms of transactional media is largely dependent on the ways that they are understood as useful and credible as viable forms of exchange, and on how they support the ways that their users interact around them. This article therefore examines interactional work around the use of money in making financial transactions: we call this moneywork. We report on an empirical study of the patterns of behavior of users of a mixed media (digital and analog) currency that supports mobile device payments—the Bristol Pound—exploring the impacts of its users’ understanding of the systems that underlie these transactions, the technical constraints on their potential for action, their practices of use, and the social interactions that these activities lie within. We draw design implications to support these payment practices.",RESEARCH-ARTICLE,OPEN ACCESS,03 January 2018,2018,1,January,3,https://doi.org/10.1145/3162082,ACM Transactions on Computer-Human Interaction,Jennifer Ferreira;Mark Perry,"Brunel University London, Uxbridge, United Kingdom","Cork Institute of Technology, Cork, Ireland",,,,,,,,,,, Cork;Brunel University London; Uxbridge;Cork Institute of Technology, Ireland; United Kingdom
657ba0014516f0107ace6e69,"Orchestrating Big Data Analysis Workflows in the Cloud: Research Challenges, Survey, and Future Directions","Interest in processing big data has increased rapidly to gain insights that can transform businesses, government policies, and research outcomes. This has led to advancement in communication, programming, and processing technologies, including cloud computing services and technologies such as Hadoop, Spark, and Storm. This trend also affects the needs of analytical applications, which are no longer monolithic but composed of several individual analytical steps running in the form of a workflow. These big data workflows are vastly different in nature from traditional workflows. Researchers are currently facing the challenge of how to orchestrate and manage the execution of such workflows. In this article, we discuss in detail orchestration requirements of these workflows as well as the challenges in achieving these requirements. We also survey current trends and research that supports orchestration of big data workflows and identify open research challenges to guide future developments in this area.",SURVEY,,13 September 2019,2019,9,September,13,https://doi.org/10.1145/3332301,ACM Computing Surveys,Saurabh Garg;Lizhe Wang;Albert Y. Zomaya;Mutaz Barika,"University of Tasmania, Tasmania, Australia","University of Tasmania, Tasmania, Australia","University of Sydney, New South Wales, Australia","China University of Geoscience (Wuhan), Wuhan, P. R China",,,,,,,,, New South Wales; Tasmania;University of Sydney;China University of Geoscience (Wuhan);University of Tasmania; Wuhan, Australia; P. R China
657ba0014516f0107ace6e6a,Performance and Security Improvements for Tor: A Survey,"Tor [Dingledine et al. 2004] is the most widely used anonymity network today, serving millions of users on a daily basis using a growing number of volunteer-run routers. Since its deployment in 2003, there have been more than three dozen proposals that aim to improve its performance, security, and unobservability. Given the significance of this research area, our goal is to provide the reader with the state of current research directions and challenges in anonymous communication systems, focusing on the Tor network. We shed light on the design weaknesses and challenges facing the network and point out unresolved issues.",SURVEY,,21 September 2016,2016,9,September,21,https://doi.org/10.1145/2946802,ACM Computing Surveys,Mashael Alsabah;Ian Goldberg,"Qatar University and Qatar Computing Research Institute, Doha-Qatar","University of Waterloo, ON, Canada",,,,,,,,,,, ON;University of Waterloo; Doha-Qatar;Qatar University and Qatar Computing Research Institute, Canada; Doha-Qatar
657ba0014516f0107ace6e6b,A Latent Space Modeling Approach to Interfirm Relationship Analysis,"Interfirm relationships are crucial to our understanding of firms’ collective and interactive behavior. Many information systems-related phenomena, including the diffusion of innovations, standard alliances, technology collaboration, and outsourcing, involve a multitude of relationships between firms. This study proposes a latent space approach to model temporal change in a dual-view interfirm network. We assume that interfirm relationships depend on an underlying latent space; firms that are close to each other in the latent space are more likely to develop a relationship. We construct the latent space by embedding two dynamic networks of firms in an integrated manner, resulting in a more comprehensive view of an interfirm relationship. We validate our approach by introducing three business measures derived from the latent space model to study alliance formation and stock comovement. We illustrate how the trajectories of firms provide insights into alliance activities. We also show that our proposed measures have strong predictive power on stock comovement. We believe the proposed approach enriches the methodology toolbox of IS researchers in studying interfirm relationships.",RESEARCH-ARTICLE,,12 January 2021,2021,1,January,12,https://doi.org/10.1145/3424240,ACM Transactions on Management Information Systems,Kar Yan Tam;Ka Chung Ng;Mike K. P. So,"Department of Information Systems, Business Statistics and Operations Management, Hong Kong University of Science and Technology, Kowloon, Hong Kong","Department of Information Systems, Business Statistics and Operations Management, Hong Kong University of Science and Technology, Kowloon, Hong Kong","Department of Information Systems, Business Statistics and Operations Management, Hong Kong University of Science and Technology, Kowloon, Hong Kong",,,,,,,,,, Business Statistics and Operations Management;Department of Information Systems, Hong Kong
657ba0014516f0107ace6e6c,A Hybrid Approach to Formal Verification of Higher-Order Masked Arithmetic Programs,"Side-channel attacks, which are capable of breaking secrecy via side-channel information, pose a growing threat to the implementation of cryptographic algorithms. Masking is an effective countermeasure against side-channel attacks by removing the statistical dependence between secrecy and power consumption via randomization. However, designing efficient and effective masked implementations turns out to be an error-prone task. Current techniques for verifying whether masked programs are secure are limited in their applicability and accuracy, especially when they are applied. To bridge this gap, in this article, we first propose a sound type system, equipped with an efficient type inference algorithm, for verifying masked arithmetic programs against higher-order attacks. We then give novel model-counting-based and pattern-matching-based methods that are able to precisely determine whether the potential leaky observable sets detected by the type system are genuine or simply spurious. We evaluate our approach on various implementations of arithmetic cryptographic programs. The experiments confirm that our approach outperforms the state-of-the-art baselines in terms of applicability, accuracy, and efficiency.",RESEARCH-ARTICLE,OPEN ACCESS,11 February 2021,2021,2,February,11,https://doi.org/10.1145/3428015,ACM Transactions on Software Engineering and Methodology,Hongyi Xie;Pengfei Gao;Taolue Chen;Fu Song,"ShanghaiTech University, Shanghai, China","ShanghaiTech University, Shanghai, China","ShanghaiTech University, Shanghai, China","University of Surrey, Guildford, UK",,,,,,,,,University of Surrey; Guildford;ShanghaiTech University; Shanghai, China; UK
657ba0014516f0107ace6e6d,ORPHEUS\nO\nDB: bolt-on versioning for relational databases (extended version),"Data science teams often collaboratively analyze datasets, generating dataset versions at each stage of iterative exploration and analysis. There is a pressing need for a system that can support dataset versioning, enabling such teams to efficiently store, track, and query across dataset versions. We introduce OrpheusDB, a dataset version control system that “bolts on” versioning capabilities to a traditional relational database system, thereby gaining the analytics capabilities of the database “for free.” We develop and evaluate multiple data models for representing versioned data, as well as a lightweight partitioning scheme, LyreSplit, to further optimize the models for reduced query latencies. With LyreSplit, OrpheusDB is on average\n10\n3\n×\n10\nfaster in finding effective (and better) partitionings than competing approaches, while also reducing the latency of version retrieval by up to\n20×\n20\nrelative to schemes without partitioning. LyreSplit can be applied in an online fashion as new versions are added, alongside an intelligent migration scheme that reduces migration time by\n10×\n10\non average.",RESEARCH-ARTICLE,PUBLIC ACCESS,20 December 2019,2019,12,December,20,https://doi.org/10.1007/s00778-019-00594-5,The VLDB Journal — The International Journal on Very Large Data Bases,Liqi Xu;Jialin Liu;Aaron J. Elmore;Aditya Parameswaran;Silu Huang,"Microsoft Research, Redmond, WA, USA","University of Illinois (UIUC), Champaign, IL, USA","University of Illinois (UIUC), Champaign, IL, USA","University of Chicago, Chicago, IL, USA","University of California, Berkeley, CA, USA",,,,,,,, Champaign;Microsoft Research;University of Chicago; Berkeley; Chicago;University of California; Redmond;University of Illinois (UIUC), USA
657ba0014516f0107ace6e6e,Assessing the alignment between the information needs of developers and the documentation of programming languages: A case study on Rust,"Programming language documentation refers to the set of technical documents that provide application developers with a description of the high-level concepts of a language (e.g., manuals, tutorials, and API references). Such documentation is essential to support application developers in effectively using a programming language. One of the challenges faced by documenters (i.e., personnel that design and produce documentation for a programming language) is to ensure that documentation has relevant information that aligns with the concrete needs of developers, defined as the missing knowledge that developers acquire via voluntary search. In this paper, we present an automated approach to support documenters in evaluating the differences and similarities between the concrete information need of developers and the current state of documentation (a problem that we refer to as the topical alignment of a programming language documentation). Our approach leverages semi-supervised topic modelling that uses domain knowledge to guide the derivation of topics. We initially train a baseline topic model from a set of Rust-related Q&A posts. We then use this baseline model to determine the distribution of topic probabilities of each document of the official Rust documentation. Afterwards, we assess the similarities and differences between the topics of the Q&A posts and the official documentation. Our results show a relatively high level of topical alignment in Rust documentation. Still, information about specific topics is scarce in both the Q&A websites and the documentation, particularly related topics with programming niches such as network, game, and database development. For other topics (e.g., related topics with language features such as structs, patterns and matchings, and foreign function interface), information is only available on Q&A websites while lacking in the official documentation. Finally, we discuss implications for programming language documenters, particularly how to leverage our approach to prioritize topics that should be added to the documentation.",RESEARCH-ARTICLE,FREE ACCESS,13 July 2022,2022,7,July,13,https://doi.org/10.1145/3546945,ACM Transactions on Software Engineering and Methodology,Ahmed E. Hassan;Xin Xia;Filipe R. Cogo,"Centre for Software Excellence, Huawei, Canada","Software Engineering Application Technology Lab, Huawei, China","School of Computing, Queen’s University, Canada",,,,,,,,,,School of Computing; Queen’s University;Software Engineering Application Technology Lab;Centre for Software Excellence; Huawei, Canada; China
657ba0014516f0107ace6e6f,"Ares: Adaptive, Reconfigurable, Erasure coded, Atomic Storage","Emulating a shared atomic, read/write storage system is a fundamental problem in distributed computing. Replicating atomic objects among a set of data hosts was the norm for traditional implementations (e.g., [11]) in order to guarantee the availability and accessibility of the data despite host failures. As replication is highly storage demanding, recent approaches suggested the use of erasure-codes to offer the same fault-tolerance while optimizing storage usage at the hosts. Initial works focused on a fixed set of data hosts. To guarantee longevity and scalability, a storage service should be able to dynamically mask hosts failures by allowing new hosts to join, and failed host to be removed without service interruptions. This work presents the first erasure-code -based atomic algorithm, called Ares, which allows the set of hosts to be modified in the course of an execution. Ares is composed of three main components: (i) a reconfiguration protocol, (ii) a read/write protocol, and (iii) a set of data access primitives (DAPs). The design of Ares is modular and is such to accommodate the usage of various erasure-code parameters on a per-configuration basis. We provide bounds on the latency of read/write operations and analyze the storage and communication costs of the Ares algorithm.",RESEARCH-ARTICLE,,12 November 2022,2022,11,November,12,https://doi.org/10.1145/3510613,ACM Transactions on Storage,Viveck Cadambe;Kishori Konwar;N. Prakash;Nicolas Nicolaou;Andria Trigeorgi,"Algolysis Ltd, Limassol, Cyprus","Pennsylvania State University, University Park, PA","Intel Corp., Hillsboro, OR","University of Cyprus, Nicosia, Cyprus","Massachusetts Instituteof Technology, Cambridge, MA",,,,,,,, Nicosia; Hillsboro;Algolysis Ltd; Cambridge;Pennsylvania State University;Intel Corp.;Massachusetts Instituteof Technology; Limassol;University of Cyprus; University Park, Cyprus; OR; PA; MA
657ba0014516f0107ace6e70,"A Survey on Resilience in the IoT: Taxonomy, Classification, and Discussion of Resilience Mechanisms","Internet-of-Things (IoT) ecosystems tend to grow both in scale and complexity, as they consist of a variety of heterogeneous devices that span over multiple architectural IoT layers (e.g., cloud, edge, sensors). Further, IoT systems increasingly demand the resilient operability of services, as they become part of critical infrastructures. This leads to a broad variety of research works that aim to increase the resilience of these systems. In this article, we create a systematization of knowledge about existing scientific efforts of making IoT systems resilient. In particular, we first discuss the taxonomy and classification of resilience and resilience mechanisms and subsequently survey state-of-the-art resilience mechanisms that have been proposed by research work and are applicable to IoT. As part of the survey, we also discuss questions that focus on the practical aspects of resilience, e.g., which constraints resilience mechanisms impose on developers when designing resilient systems by incorporating a specific mechanism into IoT systems.",RESEARCH-ARTICLE,OPEN ACCESS,17 September 2021,2021,9,September,17,https://doi.org/10.1145/3462513,ACM Computing Surveys,Jörg Domaschka;Hans P. Reiser;Philipp Eichhammer;Christian Berger,"University of Passau, Passau, Germany","University of Passau, Passau, Germany","University of Passau, Passau, Germany","Ulm University, Ulm, Germany",,,,,,,,, Ulm; Passau;University of Passau;Ulm University, Germany
657ba0014516f0107ace6e71,SPARKs: Succinct Parallelizable Arguments of Knowledge,"We introduce the notion of a Succinct Parallelizable Argument of Knowledge (SPARK). This is an argument of knowledge with the following three efficiency properties for computing and proving a (non-deterministic, polynomial time) parallel RAM computation that can be computed in parallel time T with at most p processors:",RESEARCH-ARTICLE,,27 October 2022,2022,10,October,27,https://doi.org/10.1145/3549523,Journal of the ACM,Ilan Komargodski;Naomi Ephraim;Cody Freitag;Rafael Pass,"Cornell Tech, New York, NY, USA","Cornell Tech, New York, NY, USA","Hebrew University and NTT Research, Jerusalem, Israel","Cornell Tech, New York, NY, USA",,,,,,,,,Hebrew University and NTT Research;Cornell Tech; Jerusalem; New York, Israel; USA
657ba0014516f0107ace6e72,Universally Composable Security,"We introduce the notion of a Succinct Parallelizable Argument of Knowledge (SPARK). This is an argument of knowledge with the following three efficiency properties for computing and proving a (non-deterministic, polynomial time) parallel RAM computation that can be computed in parallel time T with at most p processors:",RESEARCH-ARTICLE,PUBLIC ACCESS,16 September 2020,2020,9,September,16,https://doi.org/10.1145/3402457,Journal of the ACM,Ran Canetti,"Boston University, Boston MA, USA",,,,,,,,,,,, Boston MA;Boston University, USA
657ba0014516f0107ace6e73,View selection over knowledge graphs in triple stores,"Knowledge Graphs (KGs) are collections of interconnected and annotated entities that have become powerful assets for data integration, search enhancement, and other industrial applications. Knowledge Graphs such as DBPEDIA may contain billion of triple relations and are intensively queried with millions of queries per day. A prominent approach to enhance query answering on Knowledge Graph databases is View Materialization, ie., the materialization of an appropriate set of computations that will improve query performance.",RESEARCH-ARTICLE,,28 October 2021,2021,10,October,28,https://doi.org/10.14778/3484224.3484227,Proceedings of the VLDB Endowment,Stamatis Christoforidis;Yannis Kotidis;Evgeny Kharlamov;Theofilos Mailis,"National & Kapodistrian University of Athens, Greece","Athens University of Economics and Business, Greece","National & Kapodistrian University of Athens, Greece","University of Oslo, Norway",,,,,,,,,Athens University of Economics and Business; Greece; Norway;National & Kapodistrian University of Athens;University of Oslo, Norway; Greece
657ba0014516f0107ace6e74,Robust Secret Image Sharing Resistant to Noise in Shares,"A secret image is split into \n shares in the generation phase of secret image sharing (SIS) for a \nthreshold. In the recovery phase, the secret image is recovered when any \n or more shares are collected, and each collected share is generally assumed to be lossless in conventional SIS during storage and transmission. However, noise will arise during real-world storage and transmission; thus, shares will experience data loss, which will also lead to data loss in the secret image being recovered. Secret image recovery in the case of lossy shares is an important issue that must be addressed in practice, which is the overall subject of this article. An SIS scheme that can recover the secret image from lossy shares is proposed in this article. First, robust SIS and its definition are introduced. Next, a robust SIS scheme for a \nthreshold without pixel expansion is proposed based on the Chinese remainder theorem (CRT) and error-correcting codes (ECC). By screening the random numbers, the share generation phase of the proposed robust SIS is designed to implement the error correction capability without increasing the share size. Particularly in the case of collecting noisy shares, our recovery method is to some degree robust to some noise types, such as least significant bit (LSB) noise, JPEG compression, and salt-and-pepper noise. A theoretical proof is presented, and experimental results are examined to evaluate the effectiveness of our proposed method.",RESEARCH-ARTICLE,OPEN ACCESS,16 April 2021,2021,4,April,16,https://doi.org/10.1145/3419750,"ACM Transactions on Multimedia Computing, Communications, and Applications",Longlong Li;Xuehu Yan;Lintao Liu;Yuliang Lu,"National University of Defense Technology, Hefei, Anhui, China","National University of Defense Technology, Hefei, Anhui, China","National University of Defense Technology, Hefei, Anhui, China","National University of Defense Technology, Hefei, Anhui, China",,,,,,,,, Hefei;National University of Defense Technology, China
657ba0014516f0107ace6e75,Federated Learning Over Wireless Networks: Convergence Analysis and Resource Allocation,"There is an increasing interest in a fast-growing machine learning technique called Federated Learning (FL), in which the model training is distributed over mobile user equipment (UEs), exploiting UEs' local computation and training data. Despite its advantages such as preserving data privacy, FL still has challenges of heterogeneity across UEs' data and physical resources. To address these challenges, we first propose FEDL, a FL algorithm which can handle heterogeneous UE data without further assumptions except strongly convex and smooth loss functions. We provide a convergence rate characterizing the trade-off between local computation rounds of each UE to update its local model and global communication rounds to update the FL global model. We then employ FEDL in wireless networks as a resource allocation optimization problem that captures the trade-off between FEDL convergence wall clock time and energy consumption of UEs with heterogeneous computing and power resources. Even though the wireless resource allocation problem of FEDL is non-convex, we exploit this problem's structure to decompose it into three sub-problems and analyze their closed-form solutions as well as insights into problem design. Finally, we empirically evaluate the convergence of FEDL with PyTorch experiments, and provide extensive numerical results for the wireless resource allocation sub-problems. Experimental results show that FEDL outperforms the vanilla FedAvg algorithm in terms of convergence rate and test accuracy in various settings.",RESEARCH-ARTICLE,,16 February 2021,2021,2,February,16,https://doi.org/10.1109/TNET.2020.3035770,IEEE/ACM Transactions on Networking,Canh T. Dinh;Nguyen H. Tran;Minh N. H. Nguyen;Choong Seon Hong,"School of Computer Science, The University of Sydney, Sydney, NSW, Australia","School of Computer Science, The University of Sydney, Sydney, NSW, Australia","Department of Computer Science and Engineering, Kyung Hee University, Seoul, South Korea","Department of Computer Science and Engineering, Kyung Hee University, Seoul, South Korea",,,,,,,,, The University of Sydney; Kyung Hee University;School of Computer Science;Department of Computer Science and Engineering, South Korea; Australia
657ba0014516f0107ace6e76,Governance of Autonomous Agents on the Web: Challenges and Opportunities,"The study of autonomous agents has a long history in the Multiagent System and the Semantic Web communities, with applications ranging from automating business processes to personal assistants. More recently, the Web of Things (WoT), which is an extension of the Internet of Things (IoT) with metadata expressed in Web standards, and its community provide further motivation for pushing the autonomous agents research agenda forward. Although representing and reasoning about norms, policies, and preferences is crucial to ensuring that autonomous agents act in a manner that satisfies stakeholder requirements, normative concepts, policies, and preferences have yet to be considered as first-class abstractions in Web-based multiagent systems. Towards this end, this article motivates the need for alignment and joint research across the Multiagent Systems, Semantic Web, and WoT communities, introduces a conceptual framework for governance of autonomous agents on the Web, and identifies several research challenges and opportunities.",RESEARCH-ARTICLE,OPEN ACCESS,14 November 2022,2022,11,November,14,https://doi.org/10.1145/3507910,ACM Transactions on Internet Technology,Sabrina Kirrane;Timotheus Kampik;Adnane Mansour;Olivier Boissier,"Umeniversity, Ume, Sweden","Mines Saint-Étienne, France","Mines Saint-Étienne, France","Wirtschaftsuniversität Wien, Vienna, Austria",,,,,,,,,Mines Saint-Étienne; Ume;Wirtschaftsuniversität Wien; Vienna;Umeniversity; France, Austria; France; Sweden
657ba0014516f0107ace6e77,"Serverless Computing: A Survey of Opportunities, Challenges, and Applications","The emerging serverless computing paradigm has attracted attention from both academia and industry. This paradigm brings benefits such as less operational complexity, a pay-as-you-go pricing model, and an auto-scaling feature. The paradigm opens up new opportunities and challenges for cloud application developers. In this article, we present a comprehensive overview of the past development as well as the recent advances in research areas related to serverless computing. First, we survey serverless applications introduced in the literature. We categorize applications in eight domains and separately discuss the objectives and the viability of the serverless paradigm along with challenges in each of those domains. We then classify those challenges into nine topics and survey the proposed solutions. Finally, we present the areas that need further attention from the research community and identify open problems.",SURVEY,,10 November 2022,2022,11,November,10,https://doi.org/10.1145/3510611,ACM Computing Surveys,Hossein Shafiei;Ahmad Khonsari;Payam Mousavi,"K. N. Toosi University of Technology, Tehran, Iran","University of Tehran, Tehran, Iran, and Institute for Research in Fundamental Sciences (IPM), Tehran, Iran","University of Tehran, Tehran, Iran",,,,,,,,,,K. N. Toosi University of Technology;University of Tehran; Tehran, Iran
657ba0014516f0107ace6e78,Designing Sound Security Metrics,"This article begins with an introduction to security metrics, describing the need for security metrics, followed by a discussion of the nature of security metrics, including the challenges found with some security metrics used in the past. The article then discusses what makes a sound security metric and proposes a rigorous step-by-step method that can be applied to design sound security metrics, and to test existing security metrics to see if they are sound metrics. This is followed by a discussion of the feasibility of having scientifically-based security metrics and whether or not such metrics are sound. Application examples are included to illustrate the design and testing of sound security metrics.",ARTICLE,,01 January 2019,2019,1,January,1,https://doi.org/10.4018/IJSSSP.2019010101,International Journal of Systems and Software Security and Protection,George O.M. Yee,"Aptusinnova Inc., Ottawa, Canada & Carleton University, Ottawa, Canada",,,,,,,,,,,,Aptusinnova Inc.; Ottawa, Canada
